# Created by: riboviz
# Date: 2025-10-03 22:28:55.382511
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	Cerevisiae_RPF
YPL252C	94.8
YPL253C	10.4
YPL254W	29.1
YPL255W	9
YPL256C	48.8
YPL257W	9.1
YPL258C	0.4
YPL259C	29.7
YPL260W	84
YPL262W	160.1
YPL263C	70.5
YPL264C	5.7
YPL265W	149.5
YPL266W	105.1
YPL267W	40
YPL268W	5.3
YPL269W	3.1
YPL270W	20.9
YPL271W	274.4
YPL272C	1.3
YPL273W	164.5
YPL274W	65.7
YPL277C	3.8
YPL278C	2.9
YPL279C	15.9
YPL280W	0.1
YPL281C	0.3
YPL282C	0.2
YPL283C	1
YPR001W	0.9
YPR002W	4.5
YPR003C	9.1
YPR004C	95.2
YPR005C	3.1
YPR006C	8.9
YPR007C	0.1
YPR008W	19.7
YPR009W	11.6
YPR010C	167.3
YPR010C-A	95.5
YPR011C	14.8
YPR013C	3.8
YPR015C	2.4
YPR016C	275.7
YPR017C	30.4
YPR018W	22.5
YPR019W	34.6
YPR020W	135.2
YPR021C	6.5
YPR022C	13
YPR023C	53.1
YPR024W	66.9
YPR025C	23.2
YPR026W	4.7
YPR027C	0.4
YPR028W	409.6
YPR029C	35.7
YPR030W	0.5
YPR031W	6.4
YPR032W	19.8
YPR033C	309.5
YPR034W	59.7
YPR035W	684.7
YPR036W	366.4
YPR036W-A	756.2
YPR037C	58.9
YPR040W	29.9
YPR041W	367.4
YPR042C	20.8
YPR043W	3326
YPR045C	36.9
YPR046W	19.7
YPR047W	10.2
YPR048W	22.7
YPR049C	6.6
YPR051W	75.5
YPR052C	409.9
YPR054W	0.9
YPR055W	17.9
YPR056W	27
YPR057W	12.5
YPR058W	54.2
YPR060C	89.3
YPR061C	5
YPR062W	360.5
YPR063C	242.1
YPR065W	56.2
YPR066W	13.9
YPR067W	27.2
YPR068C	18
YPR069C	553.6
YPR070W	14.4
YPR071W	13.5
YPR072W	85.7
YPR073C	169.5
YPR074C	746.8
YPR075C	39.3
YPR078C	0.3
YPR079W	29
YPR080W	8460.7
YPR081C	9.3
YPR082C	34.6
YPR083W	5.8
YPR084W	7.8
YPR085C	5.1
YPR086W	68.4
YPR088C	153.9
YPR089W	23
YPR091C	30.5
YPR093C	9.6
YPR094W	55.9
YPR095C	5.7
YPR096C	4.6
YPR097W	33
YPR098C	72.1
YPR100W	103
YPR101W	37.2
YPR102C	3160.3
YPR103W	269.9
YPR104C	18.2
YPR105C	17.7
YPR106W	19.4
YPR107C	33.2
YPR108W	187.4
YPR108W-A	110.4
YPR109W	13.1
YPR110C	260.3
YPR111W	12.8
YPR112C	72.2
YPR113W	234.3
YPR114W	62.8
YPR115W	9
YPR116W	9.1
YPR117W	0.5
YPR118W	114.7
YPR119W	43.1
YPR120C	17.6
YPR121W	0.1
YPR122W	10.9
YPR124W	285.7
YPR125W	47.3
YPR127W	30.6
YPR128C	43.7
YPR129W	131
YPR131C	58.8
YPR132W	3336.2
YPR133C	94.7
YPR133W-A	290.2
YPR134W	12.3
YPR135W	27.8
YPR137W	60.8
YPR138C	19.1
YPR139C	39.8
YPR140W	14.6
YPR141C	15.2
YPR143W	97.7
YPR144C	40.3
YPR145C-A	8
YPR145W	445.2
YPR147C	43.5
YPR148C	81.2
YPR149W	690.4
YPR151C	1.2
YPR152C	11.9
YPR153W	7.6
YPR154W	81.5
YPR155C	14.4
YPR156C	44.7
YPR157W	1.8
YPR158W	29.9
YPR159C-A	0.1
YPR159W	102.9
YPR160W	28.6
YPR161C	36.1
YPR162C	18.4
YPR163C	641.6
YPR164W	10.1
YPR165W	583.5
YPR166C	123.1
YPR167C	14.4
YPR168W	34.8
YPR169W	39.8
YPR170W-B	354.7
YPR171W	21.8
YPR172W	92.4
YPR173C	58.2
YPR174C	30.2
YPR175W	14.9
YPR176C	40.3
YPR178W	16.5
YPR179C	13.7
YPR180W	45.8
YPR181C	213.9
YPR182W	108.8
YPR183W	326.7
YPR184W	5.2
YPR185W	12.7
YPR186C	12.8
YPR187W	301.9
YPR188C	93.3
YPR189W	43.4
YPR190C	36.8
YPR191W	109.2
YPR192W	0.6
YPR193C	0.5
YPR194C	0.6
YPR196W	1.9
YPR198W	26.8
YPR199C	11.9
YPR200C	2.7
YPR201W	1.8
YPR202W	2.6
YPR203W	3.2
YPR204W	0.2
