ORF,elp1D_1
YPR079W,15.7
YPR080W,18744.5
YPR081C,7.5
YPR082C,19.9
YPR083W,5.8
YPR084W,6.8
YPR085C,3.2
YPR086W,66.7
YPR088C,135.4
YPR089W,15
YPR091C,17.3
YPR093C,5.7
YPR094W,40.7
YPR095C,3.8
YPR096C,2.7
YPR097W,23
YPR098C,40
YPR100W,58.6
YPR101W,13.8
YPR102C,2931.5
YPR103W,237.4
YPR104C,10.2
YPR105C,10.4
YPR106W,14.5
YPR107C,16.5
YPR108W,106.3
YPR108W-A,123.6
YPR109W,9
YPR110C,222.3
YPR111W,8.1
YPR112C,49.8
YPR113W,148.8
YPR114W,40.5
YPR115W,3.9
YPR116W,5.6
YPR117W,0.3
YPR118W,84.2
YPR119W,23.1
YPR120C,11.3
YPR121W,0.1
YPR122W,6.1
YPR124W,118.5
YPR125W,26.5
YPR127W,22.4
YPR128C,22
YPR129W,73.5
YPR131C,42.8
YPR132W,3071.5
YPR133C,40.3
YPR133W-A,256.2
YPR134W,6.5
YPR135W,16.2
YPR137W,34.8
YPR138C,6.2
YPR139C,29.3
YPR140W,8.8
YPR141C,7.7
YPR143W,48.9
YPR144C,34.9
YPR145C-A,3.4
YPR145W,687.7
YPR147C,24.3
YPR148C,54.8
YPR149W,584.7
YPR151C,0.5
YPR152C,7.9
YPR153W,6.4
YPR154W,44.6
YPR155C,8.6
YPR156C,26.4
YPR157W,0.4
YPR158W,24.1
YPR159C-A,0
YPR159W,73.9
YPR160W,3.3
YPR161C,23.4
YPR162C,8.7
YPR163C,480.8
YPR164W,8.3
YPR165W,290.5
YPR166C,75.3
YPR167C,7.3
YPR168W,22
YPR169W,35.7
YPR170W-B,342.8
YPR171W,14.1
YPR172W,51.2
YPR173C,36.6
YPR174C,18.7
YPR175W,13.2
YPR176C,21
YPR178W,10.1
YPR179C,7.4
YPR180W,19.7
YPR181C,145.5
YPR182W,40.3
YPR183W,207.9
YPR184W,2
YPR185W,6.3
YPR186C,10.5
YPR187W,226.5
YPR188C,47.2
YPR189W,22.3
YPR190C,30.4
YPR191W,74.7
YPR192W,0.7
YPR193C,0.6
YPR194C,0
YPR196W,2
YPR198W,16.9
YPR199C,11.1
YPR200C,0.7
YPR201W,0.6
YPR202W,1.7
YPR203W,0.4
YPR204W,0.2
