ORF,WT_1
YPR069C,423.3
YPR070W,11
YPR071W,9.1
YPR072W,57.3
YPR073C,124.3
YPR074C,583.1
YPR075C,30.2
YPR078C,0.3
YPR079W,16.2
YPR080W,17930.3
YPR081C,6.3
YPR082C,23.7
YPR083W,4.2
YPR084W,6.8
YPR085C,3.8
YPR086W,44.2
YPR088C,101.9
YPR089W,17.7
YPR091C,20.7
YPR093C,5.5
YPR094W,30.3
YPR095C,4.2
YPR096C,1.8
YPR097W,21
YPR098C,47.1
YPR100W,51.2
YPR101W,18.8
YPR102C,2978.8
YPR103W,167.2
YPR104C,9
YPR105C,13.4
YPR106W,14.4
YPR107C,22.7
YPR108W,119.1
YPR108W-A,86
YPR109W,10
YPR110C,188.8
YPR111W,6.6
YPR112C,36.2
YPR113W,162.6
YPR114W,52.9
YPR115W,5.2
YPR116W,7.6
YPR117W,0.3
YPR118W,91.9
YPR119W,31.6
YPR120C,11.7
YPR121W,0.1
YPR122W,7.3
YPR124W,109.2
YPR125W,32
YPR127W,16.6
YPR128C,32.3
YPR129W,80.3
YPR131C,33.9
YPR132W,2938.2
YPR133C,52.1
YPR133W-A,272.4
YPR134W,8.9
YPR135W,16.2
YPR137W,29.9
YPR138C,14.1
YPR139C,28.2
YPR140W,13.1
YPR141C,9.1
YPR143W,40.9
YPR144C,30.8
YPR145C-A,5.5
YPR145W,373.4
YPR147C,27.1
YPR148C,58.1
YPR149W,446.3
YPR151C,0.2
YPR152C,7
YPR153W,6.3
YPR154W,63
YPR155C,8.5
YPR156C,27.1
YPR157W,0.9
YPR158W,26.8
YPR159C-A,0
YPR159W,69.9
YPR160W,2.9
YPR161C,24.4
YPR162C,10.5
YPR163C,418.5
YPR164W,8.3
YPR165W,327
YPR166C,85.8
YPR167C,15.2
YPR168W,23.8
YPR169W,34.6
YPR170W-B,363.8
YPR171W,16
YPR172W,54.1
YPR173C,34.3
YPR174C,21.3
YPR175W,11.5
YPR176C,24.8
YPR178W,8.7
YPR179C,8.6
YPR180W,22.8
YPR181C,162.6
YPR182W,59.6
YPR183W,256.1
YPR184W,1.9
YPR185W,7.4
YPR186C,6.9
YPR187W,185.3
YPR188C,46.9
YPR189W,23.9
YPR190C,24.4
YPR191W,54
YPR192W,0.4
YPR193C,0.6
YPR194C,0.1
YPR196W,2.1
YPR198W,21.3
YPR199C,8.8
YPR200C,2.4
YPR201W,1.2
YPR202W,1.2
YPR203W,0.9
YPR204W,0.1
