# Created by: riboviz
# Date: 2025-09-09 21:53:34.507091
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	eRF1Depletion_1	CHX_1
YML063W	2499.8	2738.9
YML064C	16.4	16.2
YML065W	7	8.6
YML066C	1.2	2.5
YML067C	23.9	45.5
YML068W	1.8	1.5
YML069W	63.9	71.8
YML070W	53.2	110.8
YML071C	9.3	12.8
YML072C	59.8	92
YML073C	2409.7	2163.2
YML074C	97.2	237
YML075C	17.1	24.3
YML076C	4.2	3.4
YML077W	22	21.2
YML078W	204.3	238.3
YML079W	86.5	99.7
YML080W	15	18
YML081C-A	332.7	214.3
YML081W	4	5.2
YML082W	7.6	10.8
YML083C	0	0
YML085C	115.6	160.2
YML086C	82.3	89.2
YML087C	0.7	0.7
YML088W	7.7	8.9
YML091C	2.7	3.3
YML092C	149.4	150.2
YML093W	43.7	45.6
YML094W	117.2	87.3
YML095C	10	6.5
YML096W	5.9	8.3
YML097C	19.7	14.5
YML098W	24.9	19.5
YML099C	3.1	3.5
YML100W	26.5	22.3
YML100W-A	0.3	0
YML101C	51.9	43.9
YML102W	13.7	14.3
YML103C	19.2	20
YML104C	1.3	2.1
YML105C	92.4	74.2
YML106W	191.5	239.9
YML107C	7.3	6.6
YML108W	49.2	28.2
YML109W	6.2	7
YML110C	55.2	57
YML111W	8.1	10.7
YML112W	17.1	14.1
YML113W	33.2	28.3
YML114C	9.7	10.1
YML115C	35.2	41.1
YML116W	16.4	5.5
YML117W	17.6	13.6
YML118W	0.7	0.6
YML119W	17.1	12.9
YML120C	13.7	15
YML121W	15	15.4
YML123C	543.7	979.7
YML124C	45.1	86.8
YML125C	99.5	109.3
YML126C	164.1	354.6
YML127W	37.6	33.6
YML128C	5.7	7.5
YML129C	104.4	73.1
YML130C	40.1	48
YML131W	12	15.5
YML132W	23.2	27.9
YML133C	0	0
YMR001C	14.3	16.1
YMR001C-A	2.9	2.3
YMR002W	523.1	321
YMR003W	12	10.4
YMR004W	23.5	19.1
YMR005W	37.3	33.3
YMR006C	23.9	51.5
YMR008C	37.1	26
YMR009W	33.4	26.4
YMR010W	12.5	16.4
YMR011W	130.6	314.9
YMR012W	107.4	125.7
YMR013C	4.5	7.2
YMR014W	23.3	19
YMR015C	83.5	109.1
YMR016C	13.2	16
YMR017W	0.4	0.4
YMR018W	0	0
YMR019W	2.9	3.1
YMR020W	6.2	5.1
YMR021C	11.1	9.5
YMR022W	92.3	77.3
YMR023C	181.9	85.6
YMR024W	21.1	17
YMR025W	2.6	2.9
YMR026C	5.2	7.3
YMR027W	58.8	58.7
YMR028W	22.2	14.6
YMR029C	9.2	12.2
YMR030W	4.5	3.9
YMR030W-A	13.7	9.9
YMR031C	51.4	46.2
YMR032W	7.8	8.3
YMR033W	26.4	25.6
YMR034C	1	1.3
YMR035W	12.7	9.6
YMR036C	3.5	3.8
YMR037C	23.3	16.9
YMR038C	139.7	188.8
YMR039C	37.9	43.2
YMR040W	1.6	1.4
YMR041C	4.2	5.4
YMR042W	13	11.1
YMR043W	46.7	45.8
YMR044W	22.5	19.3
YMR047C	37.8	40.8
YMR048W	11.8	10.5
YMR049C	78.1	82.5
YMR052W	9.2	5.4
YMR053C	0.5	0.6
YMR054W	12.5	17.9
YMR055C	7.2	5.2
YMR056C	0.5	0.6
YMR058W	247.6	359.5
YMR059W	16.7	10.5
YMR060C	8	11.5
YMR061W	18.2	16.6
YMR062C	275.1	28.7
YMR063W	3.1	4.2
YMR064W	3.5	4.3
YMR065W	0.5	0.3
YMR066W	2	2.3
YMR067C	36.9	25.2
YMR068W	2.3	2.3
YMR069W	1.7	2
YMR070W	18.8	16.7
YMR071C	104.7	73.6
YMR072W	347.7	204.7
YMR073C	49.4	31.8
YMR074C	152.2	105.6
YMR075W	7.6	6.7
YMR076C	10	11.9
YMR077C	6.9	7
YMR078C	5.1	7.2
YMR079W	211.6	285.4
YMR080C	16.8	28.9
YMR081C	0.3	0.2
YMR083W	323.5	318.8
YMR084W	0.3	0.1
YMR085W	0	0
YMR086W	22.7	21.2
YMR087W	8.8	7
YMR088C	9.5	14.8
YMR089C	12.3	19
YMR090W	5.7	4.3
YMR091C	59.9	54.2
YMR092C	84.1	80.6
YMR093W	27.5	32.8
YMR094W	1.1	1.7
YMR095C	5.5	0.4
YMR096W	29.7	4.6
YMR097C	6.9	7
YMR098C	5	5.6
YMR099C	137	147.6
YMR100W	5.7	6.3
YMR101C	0.2	0.2
YMR102C	7.7	5.5
YMR104C	2.4	2.8
YMR105C	11.9	7.1
YMR105W-A	0.4	0.3
YMR106C	2.5	3.1
YMR107W	0.5	0.4
YMR108W	536.9	266.5
YMR109W	15.9	22.7
YMR110C	21.1	23
YMR111C	4.5	4.5
YMR112C	24.2	24.6
YMR113W	14.8	12.8
YMR114C	2.4	3
YMR115W	13.7	13.6
YMR116C	2076.8	3132.1
YMR117C	16.1	9.1
YMR118C	0	0.1
YMR119W	2.9	7
YMR120C	90.8	245.4
YMR121C	1185.1	1092.4
YMR122W-A	1783.6	951.7
YMR123W	128.6	132.6
YMR124W	17.2	12.3
YMR125W	47	45.6
YMR126C	2.6	3.2
YMR127C	4.1	4.2
YMR128W	16.3	24.4
YMR129W	15.9	17.6
YMR130W	16.7	15.8
YMR131C	89.6	100.7
YMR132C	6.3	7.7
YMR133W	0.3	0.3
YMR134W	19.5	15.3
YMR135C	8.3	8
YMR136W	14.4	9.1
YMR137C	1.8	1.7
YMR138W	6.9	5.4
YMR139W	16.6	15.4
YMR140W	11	10.3
YMR142C	3352.6	3063.6
YMR143W	1722.1	2023.2
YMR144W	13.4	11.4
YMR145C	58.1	62.9
YMR146C	251.6	269.4
YMR147W	19.2	11.7
YMR148W	30	25.4
YMR149W	90.4	103
YMR150C	11.5	13.6
YMR152W	34.4	39.6
YMR153W	49.4	37.2
YMR154C	1.4	1.3
YMR155W	5.1	6.6
YMR156C	6.9	5.1
YMR157C	17.2	16.8
YMR158C-A	1.1	1.1
YMR158W	29.2	33.9
YMR159C	6.9	3.3
YMR160W	4.2	4.8
YMR161W	59.9	57.2
YMR162C	2.4	3.9
YMR163C	1.6	1.9
YMR164C	6.6	7.6
YMR165C	6.8	9.8
YMR166C	3.5	5.5
YMR167W	4.6	4.3
YMR168C	3.6	3.8
YMR169C	8.2	8.4
YMR170C	13.1	14.2
YMR171C	6.4	9.2
YMR172W	4	4.9
YMR173W	577.9	423.2
YMR174C	7	5.8
YMR175W	0.9	0.9
YMR175W-A	2.1	1.8
YMR176W	1.3	2.1
YMR177W	6.7	8
YMR178W	29.2	33.9
YMR179W	5.1	4.8
YMR180C	5.1	3.1
YMR181C	7.7	5.9
YMR182C	1	1.8
YMR182W-A	0.3	0
YMR183C	148.8	129.2
YMR184W	56.5	34.3
YMR185W	3.1	4.5
YMR186W	2323.4	2446.5
YMR187C	2.8	3
YMR188C	35.5	23.2
YMR189W	19.6	39.4
YMR190C	1.9	2.1
YMR191W	12.8	10.6
YMR192W	14.2	15.2
YMR193W	19.6	18.4
YMR194C-B	12.8	4.5
YMR194W	3421.2	3146.1
YMR195W	41.1	39.3
YMR196W	3.5	4.3
YMR197C	73.7	44
YMR198W	5.4	5.6
YMR199W	15.9	15.8
YMR200W	120.7	66.4
YMR201C	8.7	6.8
YMR202W	199.9	260
YMR203W	190.1	204.1
YMR204C	3.7	3.1
YMR205C	347.8	509.2
YMR206W	0	0
YMR207C	0.7	1.2
YMR208W	47.9	49.7
YMR209C	8.7	10.1
YMR210W	8.4	6.4
YMR211W	5	5.1
YMR212C	10.6	13.2
YMR213W	8.5	6.9
YMR214W	44.6	56.6
YMR215W	44.2	89.4
YMR216C	16.6	19.1
YMR217W	198.9	427.6
YMR218C	3.2	4.9
YMR219W	11.9	13.4
YMR220W	26.3	38.8
YMR221C	24.5	31
YMR222C	56.2	47.7
YMR223W	11.5	10.8
YMR224C	3.6	3.1
YMR225C	89.8	66
YMR226C	225.6	224.6
YMR227C	13.6	13.9
YMR228W	12.7	10.6
YMR229C	68	94.7
YMR230W	2001.9	1669.8
YMR230W-A	1161.6	1030.6
YMR231W	6.2	6.5
YMR232W	0.2	0.2
YMR233W	12.8	10.3
YMR234W	6.1	6.7
YMR235C	104.5	127.9
YMR236W	116	96.7
YMR237W	36.6	39.2
YMR238W	33	43.5
YMR239C	5	12.4
YMR240C	11.4	9.4
YMR241W	98	143.1
YMR242C	3781.7	3007.5
YMR242W-A	0	0
YMR243C	54.2	116.2
YMR244C-A	50	36.8
YMR244W	0.1	0.2
YMR246W	113.3	187.8
YMR247C	10.2	12.5
YMR247W-A	0	0
YMR250W	14.5	10.5
YMR251W	0.1	0
YMR251W-A	2460.7	619.6
YMR252C	4.1	3.9
YMR253C	11.5	9.8
YMR255W	23.9	27.5
YMR256C	228.9	106.3
YMR257C	0.7	0.8
YMR258C	2.5	6.7
YMR259C	7.8	11.9
YMR260C	673.4	571.8
YMR261C	31.3	35
YMR262W	6.7	7.1
YMR263W	37.4	26
YMR264W	42.3	43.1
YMR265C	4.8	5
YMR266W	27.3	43.1
YMR267W	10.8	14.2
YMR268C	6.5	5.2
YMR269W	11.7	20.5
YMR270C	5.2	4.9
YMR271C	0.6	0.9
YMR272C	56.6	51
YMR272W-B	0	0
YMR273C	8.6	8.9
YMR274C	5.1	7.5
YMR275C	8.6	10.4
YMR276W	393	292.9
YMR277W	11.9	15.7
YMR278W	13.8	21.4
YMR279C	0.2	0.2
YMR280C	0.5	0.4
YMR281W	15.1	13
YMR282C	3.4	4.1
YMR283C	5.1	4.2
YMR284W	24.2	20.2
YMR285C	14	17.6
YMR286W	53.8	43.3
YMR287C	1.9	2.9
YMR288W	7.9	10.4
YMR289W	14.2	12.8
YMR290C	100.9	111.6
YMR291W	14.3	16.2
YMR292W	41	56
YMR293C	3.3	2.5
YMR294W	4.8	5.2
YMR295C	300.3	221.6
YMR296C	45.7	70.7
YMR297W	121.2	168.4
YMR298W	156.6	144.5
YMR299C	7.2	5.1
YMR300C	49.9	84.8
YMR301C	10	14
YMR302C	17.6	11.8
YMR303C	2137.9	2615.8
YMR304W	10.1	11
YMR305C	195.9	298.5
YMR306W	0.1	0.1
YMR307W	644.4	904.4
YMR308C	53.3	62
YMR309C	110.3	129
YMR310C	21.1	24.5
YMR311C	103.9	63.1
YMR312W	17.6	17.1
YMR313C	9.2	10
YMR314W	120.8	135.5
YMR315W	89.6	94.4
YMR315W-A	0.4	0.3
YMR316C-A	0.2	0.1
YMR316W	8.4	4.3
YMR317W	0.5	0.4
YMR318C	195.8	220.2
YMR319C	13.5	20.7
YMR321C	133.8	94.9
YMR322C	0.1	0.1
YMR323W	1.2	0.3
YMR325W	0.2	0.1
YNL001W	39	32.1
YNL002C	123.2	93.4
YNL003C	10.4	9.7
YNL004W	39	33.7
YNL005C	16.7	19.3
YNL006W	17	21.4
YNL007C	616.2	481
YNL008C	7.3	7.3
YNL009W	0.9	1
YNL010W	196.6	239.9
YNL011C	6	6
YNL012W	0.3	0.3
YNL014W	7.4	7.1
YNL015W	97.9	65.9
YNL016W	435.9	389.8
YNL018C	0.1	0.1
YNL019C	0.3	1
YNL020C	6.7	6.1
YNL021W	13.2	16.3
YNL022C	13	15.2
YNL023C	7.7	9
YNL024C	2.2	2.2
YNL024C-A	129.1	65.6
YNL025C	5	5
YNL026W	15.3	15.5
YNL027W	20.7	16.8
YNL029C	3.3	3
YNL030W	2080.6	1554.6
YNL031C	2367.5	1659.8
YNL032W	16.7	15.7
YNL033W	0.3	1
YNL034W	0.1	0.1
YNL035C	111.9	77.4
YNL036W	69.4	32.2
YNL037C	99.5	130.7
YNL038W	6.7	9.9
YNL039W	18.9	15.4
YNL040W	11.1	12.7
YNL041C	13.4	12.9
YNL042W	3.4	2.8
YNL042W-B	1400	973.9
YNL044W	108.8	93
YNL045W	22.4	39.4
YNL046W	22.6	11.2
YNL047C	5	5.8
YNL048W	11.8	17.5
YNL049C	13.1	15.2
YNL050C	23.5	24.5
YNL051W	10.4	8
YNL052W	159.9	133.2
YNL053W	9.1	7.1
YNL054W	12.6	10.3
YNL055C	572.8	904.2
YNL056W	9.3	19.1
YNL058C	63	39.2
YNL059C	18.9	18
YNL061W	41.2	54.7
YNL062C	20.1	40.1
YNL063W	4.4	5.5
YNL064C	654	800.6
YNL065W	5.4	6.4
YNL066W	125.8	196.9
YNL067W	1797.4	1421.5
YNL067W-B	727.4	574.1
YNL068C	8.6	10.1
YNL069C	3284.8	2948
YNL070W	338.2	149.5
YNL071W	253	285
YNL072W	21.7	18.6
YNL073W	4.3	5.4
YNL074C	37.9	32.3
YNL075W	61.4	50.8
YNL076W	7	7.6
YNL077W	7.9	8.8
YNL078W	24.7	21.5
YNL079C	593.5	573.1
YNL080C	7.3	9.4
YNL081C	51.5	39.5
YNL082W	4.6	5.3
YNL083W	3.7	3.9
YNL084C	71.3	61.4
YNL085W	30.3	57.4
YNL086W	18.1	8.5
YNL087W	20.9	32.8
YNL088W	13	21.9
YNL090W	31.2	27.4
YNL091W	10.4	13
YNL092W	1	1.6
YNL093W	0.3	0.4
YNL094W	4.4	4.2
YNL095C	2.7	7.6
YNL096C	1889.8	1457.6
YNL097C	7.8	11.6
YNL097C-B	10.2	10.3
YNL098C	97.1	103.9
YNL099C	32.2	32.2
YNL100W	30.5	23.7
YNL101W	7.2	7
YNL102W	18.2	18.3
YNL103W	18	12.1
YNL104C	542	195
YNL106C	2.8	3.3
YNL107W	18.5	18.1
YNL108C	54.6	49.3
YNL110C	90	105.1
YNL111C	180.1	146.2
YNL112W	137.6	201.9
YNL113W	219.3	159.7
YNL115C	12	14.2
YNL116W	21.2	20.2
YNL117W	0.2	0.1
YNL118C	30.4	23.4
YNL119W	11.3	9.6
YNL121C	83.6	116.2
YNL122C	40.7	20.6
YNL123W	38	37.7
YNL124W	26.4	24.9
YNL125C	5.9	6.9
YNL126W	4.6	4.7
YNL127W	4.4	5.7
YNL128W	2.8	1.4
YNL129W	33.6	18.5
YNL130C	46.2	57.2
YNL130C-A	3.8	0.3
YNL131W	322.3	258.5
YNL132W	30.5	49.1
YNL133C	12.5	9.2
YNL134C	92	91.2
YNL135C	1113.1	887.6
YNL136W	5.9	7.2
YNL137C	23.6	22
YNL138W	199.1	188.6
YNL138W-A	44.4	27.9
YNL139C	13.4	13.8
YNL140C	15.3	16.8
YNL141W	73.9	84
YNL142W	1.9	1.7
YNL143C	17.1	2.2
YNL144C	0.3	0.4
YNL145W	810.8	639.3
YNL146C-A	3.9	1.1
YNL146W	2.5	2.4
YNL147W	111.2	102.7
YNL148C	26.2	24.8
YNL149C	119.1	130.1
YNL151C	32.3	38
YNL152W	11.6	9.6
YNL153C	74.2	85.4
YNL154C	57.9	60.4
YNL155W	66.2	33.6
YNL156C	26	21.8
YNL157W	88.9	44.8
YNL158W	31.8	20.2
YNL159C	20.9	15.6
YNL160W	35.1	20.3
YNL161W	21.3	21.6
YNL162W	3811.6	3587.5
YNL162W-A	16.6	8.3
YNL163C	10.5	18.1
YNL164C	10.4	13.7
YNL165W	3.9	5.1
YNL166C	68.1	53.7
YNL167C	11.2	8.7
YNL168C	61	51.4
YNL169C	15	16.9
YNL172W	1.6	2.2
YNL173C	51.1	32.5
YNL175C	94.3	103.8
YNL176C	6.6	6.5
YNL177C	32.8	25.4
YNL178W	2724	3348.7
YNL180C	17.7	20.1
YNL181W	34.7	27.7
YNL182C	18.7	24.1
YNL183C	15.9	11.9
YNL184C	45.6	41.2
YNL185C	42.8	35.9
YNL186W	18.9	26.4
YNL187W	0.9	0.8
YNL188W	4.7	4.1
YNL189W	141.8	148.5
YNL190W	294.8	342.3
YNL191W	8	11.5
YNL192W	21.6	19.4
YNL193W	7.5	9.1
YNL194C	0.1	0.3
YNL195C	2.2	2.3
YNL196C	0.1	0
YNL197C	20.8	26.5
YNL199C	16	16.6
YNL200C	10.2	11.9
YNL201C	8.9	12.4
YNL202W	1.4	1.2
YNL204C	0.3	0.2
YNL206C	19.1	15.7
YNL207W	29.4	33.3
YNL208W	562.3	588.1
YNL209W	1822.2	2817.2
YNL210W	0	0
YNL211C	5.6	5.9
YNL212W	25.3	25.3
YNL213C	4.5	3.7
YNL214W	12.1	11.8
YNL215W	35.9	31.6
YNL216W	63.6	55.6
YNL217W	30	38.5
YNL218W	6.4	6.2
YNL219C	24	31.5
YNL220W	214.6	223.4
YNL221C	7.7	10.3
YNL222W	36.5	19.2
YNL223W	3.7	3.5
YNL224C	11.6	10.6
YNL225C	9.3	7.5
YNL227C	4.6	8
YNL229C	49.6	38.5
YNL230C	2	1.7
YNL231C	67.8	58.4
YNL232W	48.6	53.3
YNL233W	14	11.6
YNL234W	2.5	2.9
YNL236W	7.3	8.1
YNL237W	0.8	1.4
YNL238W	12.2	18.3
YNL239W	111.3	80.4
YNL240C	15	14.2
YNL241C	154.9	117.3
YNL242W	2.5	3.3
YNL243W	83.8	76.8
YNL244C	349.7	482.2
YNL245C	24.7	17.4
YNL246W	24.6	30.5
YNL247W	94.4	106.3
YNL248C	119	113.3
YNL249C	2.3	2.9
YNL250W	2.5	3.1
YNL251C	54.3	47.3
YNL252C	23.2	20
YNL253W	11	9.7
YNL254C	4.3	4.6
YNL255C	832.1	683.3
YNL256W	8.7	14.2
YNL257C	3.1	4.2
YNL258C	12.2	13.5
YNL259C	83.4	50.9
YNL260C	28.3	19
YNL261W	10.6	9.5
YNL262W	4.7	6.5
YNL263C	79.9	72.8
YNL264C	30.9	25.8
YNL265C	32.1	19.9
YNL267W	8.8	9.8
YNL268W	97.2	84.1
YNL269W	0.1	0
YNL270C	2.8	2.9
YNL271C	6.3	8.5
YNL272C	8.8	10.5
YNL273W	3.5	5.2
YNL274C	14.2	10.7
YNL275W	3.3	4.9
YNL277W	4.2	4.9
YNL277W-A	2.5	0.8
YNL278W	4.1	5.5
YNL279W	0.9	2
YNL280C	34.5	59.6
YNL281W	333.2	238.2
YNL282W	45.6	40.9
YNL283C	10.7	17.3
YNL284C	20.2	22.2
YNL286W	11.4	7.9
YNL287W	65.6	96.1
YNL288W	36.1	36
YNL289W	52.3	44.9
YNL290W	29.4	38.7
YNL291C	6.1	8.9
YNL292W	22.4	34
YNL293W	6.9	6.6
YNL294C	2.4	2.6
YNL295W	5.7	4.9
YNL297C	8.3	10
YNL298W	10.7	10.3
YNL299W	5.2	6.2
YNL300W	297.8	295.6
YNL301C	1492.3	1760.6
YNL302C	3489.8	3405
YNL304W	8.5	7.2
YNL305C	38.4	32
YNL306W	28.7	39.9
YNL307C	71.1	75.7
YNL308C	61.5	72
YNL309W	23.1	17.5
YNL310C	41.5	35.3
YNL311C	5.4	3.8
YNL312W	58.1	78.5
YNL313C	12	27.1
YNL314W	4.6	5.7
YNL315C	23.9	22.1
YNL316C	13.6	9
YNL317W	10.1	10.2
YNL318C	0	0
YNL320W	16.5	16.1
YNL321W	9.7	16.1
YNL322C	118.6	146.3
YNL323W	39.2	41.9
YNL325C	3	3.2
YNL326C	6.4	7.7
YNL327W	142.8	158.6
YNL328C	5.1	4.4
YNL329C	2.6	2.9
YNL330C	27.8	27.9
YNL331C	1.5	0.4
YNL332W	1.6	0.6
YNL333W	3	4.3
YNL334C	1.6	1.2
YNL335W	0.6	0.2
YNL336W	21	24.2
YNL339C	0.3	0.4
YNR001C	49.3	66
YNR002C	0.1	0.4
YNR003C	39.4	39.8
YNR004W	7.6	9.2
YNR006W	24.4	19.6
YNR007C	9.6	9.2
YNR008W	15.6	23.5
YNR009W	27.8	19.4
YNR010W	27.7	16.9
YNR011C	7	7.3
YNR012W	10.2	13.8
YNR013C	28.1	34.6
YNR014W	12.5	9.3
YNR015W	13	22.5
YNR016C	92.5	154.8
YNR017W	78.3	97.1
YNR018W	95.9	125.7
YNR019W	38.4	37.3
YNR020C	10	11
YNR021W	92.7	123.4
YNR022C	38.6	29
YNR023W	10.6	9
YNR024W	24	19.6
YNR026C	30.6	22.5
YNR027W	5.9	8.6
YNR028W	23.8	25.4
YNR029C	22.6	18.3
YNR030W	25.7	36.9
YNR031C	5.6	6.2
YNR032C-A	44.8	41.4
YNR032W	11.4	11
YNR033W	9.6	14.2
YNR034W	23.3	15.1
YNR034W-A	7	2.7
YNR035C	103.2	95.5
YNR036C	84.5	98.4
YNR037C	76.6	48.1
YNR038W	26.6	29.2
YNR039C	9.5	9.7
YNR040W	10.7	11.5
YNR041C	18.9	21.4
YNR043W	150	177.6
YNR044W	28.1	47.9
YNR045W	5.7	9.5
YNR046W	94.7	163.4
YNR047W	8.4	11.1
YNR048W	6.9	6.6
YNR049C	25.3	17.6
YNR050C	91.7	107.2
YNR051C	23.6	33.6
YNR052C	47.8	46.3
YNR053C	64.3	65.3
YNR054C	38.9	46.7
YNR055C	3.9	18.3
YNR056C	0.4	0.3
YNR057C	3	2.4
YNR058W	0.8	0.4
YNR059W	1.6	1.3
YNR060W	1.1	1.3
YNR061C	71.3	55.9
YNR062C	0.1	0.4
YNR063W	1.8	2.5
YNR064C	0.9	0.9
YNR065C	0.8	0.9
YNR066C	2	1.1
YNR067C	70.2	80.5
YNR068C	0.2	0
YNR069C	3.7	0.2
YNR070W	0.1	0.1
YNR071C	0.2	0.3
YNR072W	0	0
YNR073C	0.4	1
YNR074C	15	15.1
YNR075C-A	0	0
YNR075W	3.7	5.1
YNR076W	0.1	0.1
YNR077C	0.1	0.2
YOL001W	3.8	3.4
YOL002C	22.5	22.8
YOL003C	11	12.7
YOL004W	45.1	50.2
YOL005C	167.1	131.6
YOL006C	28.7	27.1
YOL007C	42	37.4
YOL008W	16.8	15.6
YOL009C	6	4.6
YOL010W	19.5	29.9
YOL011W	4.2	3.7
YOL012C	146.6	119.5
YOL013C	7.3	8.5
YOL013W-A	1865	1227.9
YOL014W	21	2.1
YOL015W	0.1	0
YOL016C	25.2	20
YOL017W	5.2	5.2
YOL018C	15.8	14
YOL019W	19.3	22.2
YOL019W-A	3011.8	1297.1
YOL020W	15.1	23
YOL021C	33.1	33.4
YOL022C	40.3	46
YOL023W	1.9	2
YOL024W	1.1	0.4
YOL025W	45.8	72.6
YOL026C	56.8	69.1
YOL027C	48.8	34.1
YOL028C	13.4	17.8
YOL029C	3	1
YOL030W	124.7	132.2
YOL031C	24.8	19.6
YOL032W	33.8	23.5
YOL033W	2.9	3.4
YOL034W	2.1	2.3
YOL036W	8.8	11.6
YOL038C-A	12.6	2.5
YOL038W	177.1	160.5
YOL039W	3157.3	3566.8
YOL040C	5303.3	5371.2
YOL041C	91.2	69.7
YOL042W	8.1	7.1
YOL043C	1.3	1.6
YOL044W	6.5	5.9
YOL045W	5.9	7
YOL047C	0.5	0.3
YOL048C	6.4	4.5
YOL049W	42.5	48.3
YOL051W	21.6	23.1
YOL052C	19.4	38.2
YOL052C-A	23.7	50.3
YOL053W	5.8	5.1
YOL054W	43.8	53.6
YOL055C	4.4	5
YOL056W	15.7	19.6
YOL057W	26.3	31.6
YOL058W	336.7	10
YOL059W	94	97.9
YOL060C	12.6	16.3
YOL061W	95.9	102.4
YOL062C	7.3	10.6
YOL063C	4.3	4.2
YOL064C	137.4	52.5
YOL065C	13.6	11.5
YOL066C	12.5	11.9
YOL067C	26.5	25
YOL068C	8.9	10.2
YOL069W	7.2	8.3
YOL070C	62.3	42.9
YOL071W	21.4	19.7
YOL072W	6.9	6.2
YOL073C	14	12.3
YOL075C	1.9	2.5
YOL076W	25	22.9
YOL077C	111.3	118.8
YOL077W-A	110.7	75.8
YOL078W	4	4.7
YOL080C	18.7	19.5
YOL081W	1.7	2.7
YOL082W	7.8	6.9
YOL083W	1.2	1.4
YOL084W	0.1	0.2
YOL086C	9909.6	11651.7
YOL086W-A	21.9	17.7
YOL087C	3.6	5.1
YOL088C	35.5	43.1
YOL089C	6.2	5.8
YOL090W	22.6	23.8
YOL091W	1.1	0.8
YOL092W	61	93.1
YOL093W	34.9	31.4
YOL094C	36	33.3
YOL095C	2.2	3.1
YOL096C	12.3	11.8
YOL097C	176.2	173.1
YOL097W-A	0.7	0
YOL098C	28.2	32.3
YOL100W	1.9	2.9
YOL101C	5.8	7
YOL102C	15.1	21
YOL103W	7.3	11.7
YOL104C	0.2	0.1
YOL105C	0.9	1.7
YOL107W	13.7	13.2
YOL108C	19	12.9
YOL109W	3462.1	2732
YOL110W	9.3	7
YOL111C	109.7	123.6
YOL112W	2.7	2.9
YOL113W	1.8	1.1
YOL114C	3.5	2
YOL115W	15.9	15.8
YOL116W	11.4	8.8
YOL117W	3	3
YOL119C	28.9	17.3
YOL120C	2921.4	3414.8
YOL121C	2706.6	2413.7
YOL122C	22.4	18.5
YOL123W	169.5	177.8
YOL124C	16.9	28
YOL125W	7.8	10.6
YOL126C	31.3	16.2
YOL127W	4957.2	3994.7
YOL128C	4.7	4.1
YOL129W	57.7	79.2
YOL130W	9.9	19.9
YOL131W	0.1	0
YOL132W	0.1	0.1
YOL133W	63.5	72.8
YOL135C	20.4	22.1
YOL136C	6.4	8
YOL137W	14	16.6
YOL138C	2	2.5
YOL139C	702.5	604
YOL140W	15.2	2.8
YOL141W	6.5	8.1
YOL142W	39.7	38.7
YOL143C	176	133
YOL144W	10	15
YOL145C	20.7	27.8
YOL146W	17.8	23.6
YOL147C	30.6	33.1
YOL148C	9	8.3
YOL149W	43.3	32.7
YOL151W	12.9	21.1
YOL152W	1.3	3.2
YOL154W	1.5	1.6
YOL155C	26.7	26.4
YOL155W-A	0.7	0.6
YOL156W	0.4	0.3
YOL157C	0.6	0.6
YOL158C	26.9	33.3
YOL159C	7	12.1
YOL159C-A	13.5	6.8
YOL161C	0.2	0.1
YOL162W	0.1	0.1
YOL163W	0.1	0.1
YOL164W	0.6	0.7
YOL164W-A	0.2	0
YOL165C	0.7	0.7
YOL166W-A	0	0
YOR001W	18.8	22.3
YOR002W	19.3	23.3
YOR003W	1.6	1.3
YOR004W	45.8	45.5
YOR005C	1.1	1.6
YOR006C	24.2	22.3
YOR007C	315.4	384.1
YOR008C	36.5	38.6
YOR008C-A	0.4	0.3
YOR009W	0.2	0.5
YOR010C	5.5	6.6
YOR011W	1	1.4
YOR011W-A	0	0.1
YOR012W	10.8	5.9
YOR014W	27.6	28.9
YOR016C	29.1	37.1
YOR017W	2.5	3.7
YOR018W	6.3	6
YOR019W	0.4	0.3
YOR020C	926.9	682.5
YOR020W-A	45	26.9
YOR021C	119.1	124.1
YOR022C	4.8	3.8
YOR023C	12.5	12
YOR025W	13.9	14.4
YOR026W	6.9	5.8
YOR027W	650.6	683.9
YOR028C	14.7	8.1
YOR030W	2.1	2.2
YOR032C	0.8	0.5
YOR032W-A	0.4	0.1
YOR033C	2.9	3.4
YOR034C	3.8	6.6
YOR034C-A	6.8	6
YOR035C	10.6	9.8
YOR036W	19.3	12.7
YOR037W	5.8	5.2
YOR038C	7	7.3
YOR039W	52.5	48
YOR040W	7.3	5.7
YOR042W	92.5	69.7
YOR043W	18.1	20.1
YOR044W	9.7	6.2
YOR045W	222.5	154.4
YOR046C	165.4	148.6
YOR047C	14.2	13.1
YOR048C	17.9	24.9
YOR049C	0.4	0.5
YOR051C	60.4	57.4
YOR052C	215.5	76.6
YOR054C	10	10.2
YOR056C	32.9	39.9
YOR057W	24.1	19
YOR058C	6.2	7.3
YOR059C	6.4	4
YOR060C	4	4.2
YOR061W	47.6	56.5
YOR062C	6.3	4.2
YOR063W	3835.9	4089.5
YOR064C	5.4	6
YOR065W	36	36
YOR066W	11.5	12.3
YOR067C	17.1	23.8
YOR068C	0.1	0
YOR069W	28.4	25.5
YOR070C	7.9	7.9
YOR071C	6.7	8.3
YOR072W-B	2018.2	1381.9
